ilkid,firstname,lastname,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
KUDELFR01 ,Frank,Kudelka,3,0,9,0,0,5,6,0,0,0,7,14,4,5,1,0,0
KUKOCTO01 ,Toni,Kukoc,96,2611,1042,278,104,382,308,94,29,138,207,864,378,262,183,308,103
KUNNEKE01 ,Kevin,Kunnert,23,615,212,7,2,176,27,1,0,3,95,195,91,53,30,1,0
KUPCHMI01 ,Mitch,Kupchak,47,711,311,64,28,194,22,7,9,19,106,227,118,116,75,1,0
KUPECCH01 ,Charles,Kupec,11,57,21,0,0,16,4,0,0,0,7,18,8,7,5,0,0
LACEYSA01 ,Sam,Lacey,29,1074,274,106,36,287,144,44,35,47,113,267,107,76,59,4,1
LACOUFR01 ,Fred,Lacour,5,47,20,0,0,6,4,0,0,0,6,21,7,7,6,0,0
LADNEWE01 ,Wendell,Ladner,40,718,282,0,0,171,69,0,0,0,145,359,131,33,20,0,0
LAETTCH01 ,Christian,Laettner,45,1158,472,152,60,212,69,36,21,72,134,398,172,155,123,28,5
LAFRERA01 ,Raef,Lafrentz,35,921,298,123,60,183,18,19,77,27,152,276,123,40,30,74,22
LAGARTO01 ,Tom,Lagarde,23,240,68,27,13,58,19,2,2,7,37,65,27,18,14,0,0
LAIMBBI01 ,Bill,Laimbeer,113,3735,1354,840,257,1097,195,84,83,143,408,1174,549,259,212,137,44
LAMARBO01 ,Bo,Lamar,6,241,158,0,0,24,21,0,0,0,19,161,71,19,16,0,0
LAMARBO01 ,Bo,Lamar,10,109,33,0,0,9,14,0,0,0,12,41,12,10,9,0,0
LAMBEJO01 ,John,Lambert,28,250,68,19,19,60,11,5,4,6,35,75,30,10,8,4,0
LAMPJE01  ,Jeff,Lamp,12,79,28,1,3,4,8,1,0,6,10,32,13,2,1,3,1
LANDSMA01 ,Mark,Landsberger,41,433,96,86,65,151,7,4,4,21,77,114,42,20,12,2,0
LANEJE01  ,Jerome,Lane,4,35,7,6,1,7,4,0,0,2,8,10,2,4,3,1,0
LANGAN01  ,Andrew,Lang,42,683,193,91,44,135,12,15,50,39,112,153,68,74,57,1,0
LANGAN02  ,Antonio,Lang,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANIEBO01 ,Bob,Lanier,67,2361,1248,246,96,645,235,43,45,105,233,935,510,297,228,1,0
LANTZST01 ,Stu,Lantz,13,435,165,0,0,50,24,0,0,0,41,128,58,59,49,0,0
LARESYO01 ,York,Larese,9,78,30,0,0,19,5,0,0,0,14,35,11,12,8,0,0
LARUERU01 ,Rusty,Larue,4,53,20,6,0,6,6,1,0,4,6,16,6,10,6,5,2
LARUSRU01 ,Rudy,Larusso,93,3188,1344,0,0,779,194,0,0,0,366,1152,467,546,410,0,0
LATTIDA01 ,Dave,Lattin,5,27,7,0,0,5,1,0,0,0,9,5,1,6,5,0,0
LAUDEPR01 ,Priest,Lauderdale,3,7,0,1,1,2,0,0,0,3,1,3,0,0,0,0,0
LAVELTO01 ,Tony,Lavelli,2,0,4,0,0,1,1,0,0,0,2,5,1,2,2,0,0
LAVOYBO01 ,Bob,Lavoy,20,483,155,0,0,121,30,0,0,0,74,145,50,73,55,0,0
LEAKSEM01 ,Emanuel,Leaks,19,640,268,0,0,196,20,0,0,0,41,236,111,65,46,0,0
LEAKSEM01 ,Emanuel,Leaks,2,5,2,0,0,2,0,0,0,0,1,2,1,0,0,0,0
LEAVEAL01 ,Allen,Leavell,63,1072,402,62,18,80,203,57,8,75,109,377,138,131,113,44,13
LECKNER01 ,Eric,Leckner,7,41,20,7,3,10,2,0,0,4,12,14,7,9,5,1,1
LEEBU01   ,Butch,Lee,3,6,2,1,0,1,0,0,0,3,2,0,0,2,2,0,0
LEECL01   ,Clyde,Lee,51,1414,360,0,0,519,61,0,0,0,157,368,146,116,68,0,0
LEEDEED01 ,Ed,Leede,2,0,3,0,0,0,2,0,0,0,3,7,1,1,1,0,0
LEEGE01   ,George,Lee,21,252,134,0,0,58,19,0,0,0,32,110,48,54,38,0,0
LEERO01   ,Ron,Lee,2,41,12,0,0,6,3,4,0,0,7,16,5,2,2,0,0
LEERU01   ,Russell,Lee,11,25,27,0,0,7,3,0,0,0,1,22,13,4,1,0,0
LEGLETI01 ,Tim,Legler,3,19,1,1,0,1,2,0,0,0,2,2,0,2,1,1,0
LEHMAGE02 ,George,Lehmann,1,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
LENARVO01 ,Voshon,Lenard,31,952,388,66,17,83,58,16,6,51,86,304,131,75,61,155,65
LENTZLA01 ,Larry,Lentz,3,73,25,0,0,19,3,0,0,0,6,26,12,3,1,0,0
LEONAGA01 ,Gary,Leonard,2,5,4,2,0,2,0,0,0,0,0,2,2,0,0,0,0
LESJI01   ,Jim,Les,3,5,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
LESTERO01 ,Ronnie,Lester,14,96,38,7,7,14,13,2,0,9,11,33,13,16,12,1,0
LEVERLA01 ,Lafayette,Lever,48,1441,596,191,85,276,297,89,9,81,118,548,227,160,124,44,18
LEVINCL01 ,Cliff,Levingston,82,1047,312,130,103,233,33,27,37,42,162,239,120,105,70,4,2
LEWISBO01 ,Bobby,Lewis,6,63,27,0,0,5,6,0,0,0,12,31,13,3,1,0,0
LEWISFR01 ,Freddie,Lewis,106,4151,1972,0,0,437,458,0,0,0,348,1679,712,643,548,0,0
LEWISFR01 ,Freddie,Lewis,3,9,8,0,0,4,0,0,0,0,1,9,4,0,0,0,0
LEWISQU01 ,Quincy,Lewis,12,162,43,15,3,18,4,5,8,6,34,50,18,9,4,11,3
LEWISRA01 ,Rashard,Lewis,16,548,250,58,27,85,18,9,6,28,46,197,81,83,73,50,15
LEWISRA02 ,Ralph,Lewis,10,17,4,5,3,8,1,0,0,0,2,6,2,0,0,1,0
LEWISRE01 ,Reggie,Lewis,42,1278,734,121,54,175,109,51,19,57,110,575,293,188,146,15,2
LICHTTO01 ,Todd,Lichti,3,70,44,13,5,18,9,1,0,8,6,29,15,19,14,1,0
LIGONBI01 ,Bill,Ligon,2,7,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
LISTEAL01 ,Alton,Lister,87,1797,617,327,179,506,70,39,142,126,319,477,241,211,135,2,0
LIVINRA01 ,Randy,Livingston,17,182,53,12,8,20,20,8,1,8,20,63,20,9,9,11,4
LIVINRO01 ,Ron,Livingstone,4,0,20,0,0,2,5,0,0,0,13,19,8,7,4,0,0
LLOYDEA01 ,Earl,Lloyd,44,1115,358,0,0,254,82,0,0,0,171,389,131,129,96,0,0
LLOYDLE01 ,Lewis,Lloyd,25,763,367,46,49,95,111,23,14,57,59,318,154,72,57,5,2
LOCHMBO01 ,Bob,Lochmueller,2,21,5,0,0,5,2,0,0,0,12,10,2,4,1,0,0
LOFGRDO01 ,Don,Lofgran,3,10,5,0,0,1,0,0,0,0,6,9,2,1,1,0,0
LOGANHE01 ,Henry,Logan,17,381,218,0,0,40,34,0,0,0,50,176,75,101,68,0,0
LOHAUBR01 ,Brad,Lohaus,20,224,68,33,9,42,7,9,10,13,27,68,29,2,1,26,9
LONGGR01  ,Grant,Long,42,1180,373,148,95,243,59,41,10,66,104,321,132,135,102,35,7
LONGJO01  ,John,Long,23,534,223,16,19,35,24,28,2,28,54,218,87,49,47,11,2
LONGLLU01 ,Luc,Longley,87,1914,577,232,140,372,136,46,73,145,338,517,241,133,95,0,0
LONGPA01  ,Paul,Long,1,4,6,0,0,0,1,0,0,0,1,3,3,0,0,0,0
LONGWI01  ,Willie,Long,8,209,81,0,0,49,5,0,0,0,29,77,29,31,23,0,0
LOPEZFE01 ,Felipe,Lopez,7,85,21,7,5,12,6,5,0,3,11,26,8,5,3,7,2
LOSCUJI01 ,Jim,Loscutoff,58,997,320,0,0,299,32,0,0,0,219,420,136,79,48,0,0
LOUGHKE01 ,Kevin,Loughery,43,1176,532,0,0,107,116,0,0,0,140,522,196,186,140,0,0
LOVEBO01  ,Bob,Love,47,2061,1076,0,0,352,87,0,0,0,144,1023,441,250,194,0,0
LOVELCL01 ,Clyde,Lovellette,69,1642,963,0,0,557,89,0,0,0,232,892,371,323,221,0,0
LOVEST01  ,Stan,Love,7,30,8,0,0,10,2,0,0,0,4,10,3,3,2,0,0
LOWERCH01 ,Chuck,Lowery,7,26,6,0,0,3,1,0,0,0,4,8,2,3,2,0,0
LUCASJE01 ,Jerry,Lucas,72,2370,896,0,0,717,214,0,0,0,197,786,367,206,162,0,0
LUCASJO01 ,John,Lucas,45,1135,502,47,16,96,219,28,2,39,80,439,198,118,88,69,18
LUCASMA01 ,Maurice,Lucas,20,705,334,0,0,255,72,0,0,0,92,305,146,60,42,0,0
LUCASMA01 ,Maurice,Lucas,82,2426,1159,279,116,690,225,43,23,77,310,975,472,289,215,1,0
LUCKETE01 ,Ted,Luckenbill,4,17,2,0,0,3,1,0,0,0,3,5,0,5,2,0,0
LUETY01   ,Tyronn,Lue,18,164,43,11,1,12,16,14,1,12,15,46,17,5,4,15,5
LUMPKPH01 ,Phil,Lumpkin,17,136,31,0,0,13,21,0,0,0,8,30,10,14,11,0,0
LUMPPRA01 ,Ray,Lumpp,32,269,160,0,0,47,46,0,0,0,93,171,54,61,52,0,0
LYNCHGE01 ,George,Lynch,62,1512,405,216,142,358,86,67,23,70,174,374,164,94,63,56,14
LYNCHKE01 ,Kevin,Lynch,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LYNNMI01  ,Mike,Lynn,3,6,4,0,0,2,1,0,0,0,1,3,2,0,0,0,0
MACAUED01 ,Ed,Macauley,47,1414,648,0,0,321,138,0,0,0,141,499,218,291,212,0,0
MACCUTO01 ,Todd,Macculloch,43,517,187,78,64,142,18,5,30,27,67,147,78,47,31,0,0
MACKLRU01 ,Rudy,Macklin,5,108,44,11,7,18,3,2,2,7,18,32,15,16,14,1,0
MACKNJO01 ,Johnny,Macknowski,13,0,130,0,0,7,25,0,0,0,23,113,45,54,40,0,0
MACKSA01  ,Sam,Mack,10,170,62,17,1,18,8,5,0,7,12,53,18,20,14,35,12
MACYKY01  ,Kyle,Macy,44,1258,402,78,34,112,170,44,3,56,99,363,169,53,44,53,20
MADSEMA01 ,Mark,Madsen,49,448,85,50,48,98,18,8,8,18,80,77,31,50,23,2,0
MAGLOJA01 ,Jamaal,Magloire,31,706,283,129,58,187,15,7,34,41,87,184,88,155,107,1,0
MAHAFRA01 ,Randy,Mahaffey,9,238,113,0,0,50,11,0,0,0,16,91,43,38,27,0,0
MAHNKJO01 ,John,Mahnken,12,122,16,0,0,40,18,0,0,0,38,32,4,11,8,0,0
MAHONFR01 ,Francis,Mahoney,4,45,9,0,0,7,2,0,0,0,14,14,3,5,3,0,0
MAHORRI01 ,Rick,Mahorn,106,2429,612,429,150,579,72,42,63,93,348,528,249,152,114,3,0
MAJERDA01 ,Dan,Majerle,123,4239,1441,456,153,609,304,164,52,128,285,1222,508,324,244,513,181
MALONJE01 ,Jeff,Malone,51,1809,956,106,35,141,110,39,12,90,123,812,382,223,190,12,2
MALONKA01 ,Karl,Malone,193,7907,4761,1560,502,2062,610,258,135,550,660,3768,1743,1725,1269,37,6
MALONMA01 ,Matt,Maloney,21,691,212,26,1,27,68,12,5,42,42,183,71,30,22,128,48
MALONMO01 ,Moses,Malone,6,235,136,0,0,105,9,0,0,0,21,80,51,51,34,0,0
MALONMO01 ,Moses,Malone,94,3796,2077,650,401,1295,136,71,130,207,244,1566,750,756,576,7,1
MANNIDA01 ,Danny,Manning,43,1191,628,136,66,202,80,42,31,76,152,493,247,171,131,12,3
MANNIED01 ,Ed,Manning,19,361,152,0,0,71,8,0,0,0,53,126,64,29,24,0,0
MANNIED01 ,Ed,Manning,6,92,25,0,0,32,4,0,0,0,13,28,12,2,1,0,0
MANNIGU01 ,Guy,Manning,3,66,41,0,0,19,2,0,0,0,11,34,15,19,11,0,0
MANNIPA01 ,Pace,Mannion,8,41,18,4,3,7,4,1,2,7,5,12,4,12,10,1,0
MARAVPE02 ,Pete,Maravich,26,756,487,8,0,95,98,3,0,9,74,449,190,134,105,6,2
MARBUST01 ,Stephon,Marbury,18,771,350,51,18,69,121,28,0,64,60,356,130,91,66,87,24
MARCISA01 ,Sarunas,Marciulionis,17,440,233,24,15,39,61,24,2,28,40,160,75,95,78,21,5
MARINJA01 ,Jack,Marin,51,1679,757,0,0,283,120,0,0,0,151,649,292,210,173,0,0
MARIOSH01 ,Shawn,Marion,34,1338,516,261,98,359,45,44,57,47,94,478,207,90,73,78,29
MARSHDO01 ,Donyell,Marshall,9,284,109,42,27,69,19,5,11,14,24,104,43,25,19,14,4
MARSHDO02 ,Donny,Marshall,8,15,3,0,0,0,0,0,0,0,1,5,1,1,1,4,0
MARSHTO01 ,Tom,Marshall,5,83,27,0,0,33,4,0,0,0,2,37,10,10,7,0,0
MARTIDA01 ,Darrick,Martin,23,291,93,12,7,19,41,5,0,14,31,91,28,33,25,34,12
MARTIFE01 ,Fernando,Martin,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MARTIKE01 ,Kenyon,Martin,56,2099,986,340,112,452,132,71,75,149,250,843,386,301,211,25,3
MARTIMO01 ,Mo,Martin,6,63,38,6,4,10,10,0,2,6,13,34,13,18,12,2,0
MASHBJA01 ,Jamal,Mashburn,52,1849,782,185,57,242,165,49,9,113,148,712,277,218,170,157,58
MASINAL01 ,Al,Masino,13,96,21,0,0,6,7,0,0,0,23,20,7,15,7,0,0
MASONAN01 ,Anthony,Mason,96,3092,909,414,222,636,214,54,28,175,257,636,333,364,243,4,0
MASONDE01 ,Desmond,Mason,16,607,211,82,15,97,26,14,8,23,45,187,78,74,54,9,1
MASSETO01 ,Tony,Massenburg,15,99,28,21,11,32,2,0,4,5,11,27,11,11,6,0,0
MASTED01  ,Eddie,Mast,16,49,23,0,0,15,2,0,0,0,7,17,11,5,1,0,0
MATTHWE01 ,Wes,Matthews,38,384,173,15,3,18,66,12,2,43,43,141,68,45,36,9,1
MAXWECE01 ,Cedric,Maxwell,102,2731,1116,320,233,553,194,74,50,172,260,688,375,471,366,2,0
MAXWEVE01 ,Vernon,Maxwell,49,1648,642,117,26,143,165,44,5,88,111,645,240,112,78,279,84
MAYDO01   ,Don,May,14,126,41,0,0,31,9,0,0,0,12,42,14,17,13,0,0
MAYESCL01 ,Clyde,Mayes,3,41,5,0,0,6,1,0,0,0,6,5,1,4,3,0,0
MAYSC01   ,Scott,May,7,147,49,4,7,25,13,2,0,6,16,46,14,29,21,0,0
MAYSTR01  ,Travis,Mays,1,20,4,1,0,1,0,0,0,1,3,4,2,0,0,1,0
MCADOBO01 ,Bob,Mcadoo,94,2714,1718,250,99,711,127,53,101,118,318,1423,698,442,320,8,2
MCCANBO01 ,Bob,Mccann,1,13,6,1,1,2,0,0,1,2,2,6,3,0,0,0,0
MCCANME01 ,Mel,Mccants,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MCCARJO01 ,Johnny,Mccarthy,27,810,159,0,0,96,132,0,0,0,78,162,63,45,33,0,0
MCCARWA01 ,Walter,Mccarty,38,733,181,83,21,104,37,17,9,20,74,147,68,18,13,91,32
MCCARWI01 ,Willie,Mccarter,17,246,62,0,0,29,20,0,0,0,32,83,30,7,2,0,0
MCCASAM01 ,Amal,Mccaskill,2,7,5,3,0,3,1,0,0,0,1,3,2,3,1,0,0
MCCLATE01 ,Ted,Mcclain,39,1007,312,0,0,156,127,0,0,0,130,341,128,78,56,0,0
MCCLATE01 ,Ted,Mcclain,25,304,93,0,0,36,50,11,0,0,36,90,37,24,19,0,0
MCCLOGE01 ,George,Mccloud,14,342,143,38,8,46,30,12,3,18,49,108,49,29,19,59,26
MCCORTI01 ,Tim,Mccormick,15,214,59,46,11,57,6,4,4,7,35,49,22,18,15,1,0
MCCOYJE01 ,Jelani,Mccoy,3,26,4,6,0,6,2,0,0,2,6,5,2,3,0,0,0
MCCRARO01 ,Rodney,Mccray,46,1650,503,190,81,271,206,33,33,87,99,374,197,147,109,6,0
MCCRASC01 ,Scooter,Mccray,4,38,8,3,3,6,3,1,0,0,8,6,4,1,0,1,0
MCDANJI01 ,Jim,Mcdaniels,10,98,42,0,0,35,5,0,0,0,16,41,19,7,4,0,0
MCDANXA01 ,Xavier,Mcdaniel,51,1733,867,212,145,357,131,36,22,125,173,787,365,189,126,39,11
MCDONBE01 ,Ben,Mcdonald,10,85,8,8,6,14,10,5,1,4,15,21,3,4,2,5,0
MCDONGL01 ,Glenn,Mcdonald,19,98,26,0,0,14,6,0,0,0,16,38,10,9,6,0,0
MCDONRO01 ,Rod,Mcdonald,9,36,25,0,0,14,2,0,0,0,6,18,12,3,1,0,0
MCDOWHA01 ,Hank,Mcdowell,15,37,9,6,4,10,4,0,0,2,8,8,2,8,5,0,0
MCDYEAN01 ,Antonio,Mcdyess,29,641,272,136,64,200,23,16,29,30,90,246,119,50,34,0,0
MCFARPA01 ,Pat,Mcfarland,5,30,6,0,0,3,2,0,0,0,3,8,2,2,2,0,0
MCGEEMI01 ,Mike,Mcgee,68,838,486,46,63,109,55,23,3,54,100,400,201,103,63,61,21
MCGILBI01 ,Bill,Mcgill,7,96,47,0,0,23,6,0,0,0,26,39,19,10,9,0,0
MCGILBI01 ,Bill,Mcgill,5,34,11,0,0,9,2,0,0,0,9,9,5,1,1,0,0
MCGINGE01 ,George,Mcginnis,70,2680,1629,0,0,901,286,0,0,0,291,1334,599,620,431,0,0
MCGINGE01 ,George,Mcginnis,34,1035,495,8,2,327,118,17,1,5,143,474,187,189,121,0,0
MCGLOJO01 ,Jon,Mcglocklin,55,1528,607,0,0,102,123,0,0,0,121,544,266,91,75,0,0
MCGRATR01 ,Tracy,Mcgrady,25,1076,745,127,44,171,144,37,31,83,68,594,262,226,179,126,42
MCGRIEL01 ,Elton,Mcgriff,13,267,103,0,0,99,8,0,0,0,49,91,38,48,27,0,0
MCGUIDI01 ,Dick,Mcguire,63,1436,521,0,0,284,350,0,0,0,187,437,179,275,163,0,0
MCHALKE01 ,Kevin,Mchale,169,5716,3182,797,456,1253,274,65,281,326,571,2145,1204,972,766,21,8
MCHARMA01 ,Maurice,Mchartley,25,699,344,0,0,98,78,0,0,0,88,337,127,114,90,0,0
MCILVJI01 ,Jim,Mcilvaine,11,87,22,4,8,12,1,3,8,2,29,27,10,4,2,1,0
MCINNJE01 ,Jeff,Mcinnis,7,99,21,7,5,12,19,2,1,6,11,26,9,4,3,3,0
MCKENKE01 ,Kevin,Mckenna,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCKENST01 ,Stan,Mckenzie,7,71,20,0,0,9,3,0,0,0,14,29,8,5,4,0,0
MCKEYDE01 ,Derrick,Mckey,142,3786,1176,397,229,626,319,111,88,225,436,939,436,356,265,129,39
MCKIEAA01 ,Aaron,Mckie,74,2131,710,228,45,273,237,81,11,101,191,615,269,146,117,143,55
MCKINBI01 ,Billy,Mckinney,19,334,144,13,9,29,60,10,0,15,31,118,59,37,26,2,0
MCKINHO01 ,Horace,Mckinney,7,20,46,0,0,16,13,0,0,0,29,56,19,10,8,0,0
MCLEMMC01 ,Mccoy,Mclemore,18,239,98,0,0,49,17,0,0,0,31,91,34,38,30,0,0
MCLEORO01 ,Roshown,Mcleod,6,49,26,2,1,3,1,1,1,1,3,21,11,4,4,0,0
MCMAHJA01 ,Jack,Mcmahon,49,1518,473,0,0,149,203,0,0,0,163,505,191,163,91,0,0
MCMILJI01 ,Jim,Mcmillian,72,2722,1194,0,0,377,137,7,0,0,169,1101,497,253,200,0,0
MCMILNA01 ,Nate,Mcmillan,98,2186,489,245,98,343,505,131,43,139,271,483,184,133,84,128,37
MCMILSH01 ,Shellie,Mcmillon,9,168,78,0,0,39,9,0,0,0,37,71,28,29,22,0,0
MCMILTO01 ,Tom,Mcmillen,26,430,139,18,8,83,22,10,3,9,50,132,58,29,23,1,0
MCMULMA01 ,Malcolm,Mcmullan,6,0,14,0,0,0,9,0,0,0,19,21,4,9,6,0,0
MCNAMJO01 ,Joe,Mcnamee,13,0,33,0,0,35,9,0,0,0,26,41,12,12,9,0,0
MCNAMMA01 ,Mark,Mcnamara,8,16,11,4,0,4,0,0,0,0,1,9,5,2,1,0,0
MCNEIBO01 ,Bob,Mcneill,5,20,9,0,0,6,5,0,0,0,6,7,4,2,1,0,0
MCNEILA01 ,Larry,Mcneill,12,124,77,0,0,28,2,0,0,0,23,44,29,24,19,0,0
MEDVEST01 ,Stanislav,Medvedenko,37,331,123,47,28,75,11,5,5,9,72,107,51,27,21,0,0
MEEDA01   ,Darnell,Mee,3,30,7,2,0,2,2,3,0,3,4,6,3,0,0,4,1
MEENTSC01 ,Scott,Meents,2,8,4,1,0,1,0,1,0,0,1,4,2,1,0,0,0
MEHENDI01 ,Dick,Mehen,3,0,26,0,0,14,3,0,0,0,9,29,12,4,2,0,0
MEINEDO01 ,Don,Meineke,25,508,146,0,0,100,26,0,0,0,73,114,40,88,66,0,0
MELCHBI01 ,Bill,Melchionni,45,1275,524,0,0,91,227,0,0,0,91,450,203,142,118,0,0
MELCHBI01 ,Bill,Melchionni,10,55,18,0,0,7,11,0,0,0,4,26,8,6,2,0,0
MEMINDE01 ,Dean,Meminger,45,779,169,0,0,104,82,0,0,0,85,145,66,66,37,0,0
MENCECH01 ,Chuck,Mencel,8,150,51,0,0,18,14,0,0,0,11,55,19,16,13,0,0
MENGEJO01 ,John,Mengelt,19,284,167,0,0,33,33,0,0,0,40,119,62,55,43,0,0
MENYADE01 ,Dewitt,Menyard,3,64,15,0,0,11,0,0,0,0,8,18,7,3,1,0,0
MERCERO01 ,Ron,Mercer,11,252,78,21,2,23,11,7,2,8,20,85,34,12,10,0,0
MERIWJO01 ,Joe,Meriweather,10,199,56,19,12,31,5,5,7,9,31,49,24,14,8,0,0
MESCHTO01 ,Tom,Meschery,39,1321,636,0,0,344,78,0,0,0,153,580,248,173,140,0,0
MEYERDA01 ,Dave,Meyers,19,528,206,19,16,123,51,16,17,15,65,172,75,89,56,3,0
MEYERLO01 ,Loren,Meyer,3,14,0,4,2,6,1,0,2,3,0,4,0,0,0,1,0
MIASEST01 ,Stan,Miasek,1,0,5,0,0,0,0,0,0,0,2,4,2,1,1,0,0
MICHELA01 ,Larry,Micheaux,8,122,46,18,24,42,3,0,7,5,18,37,18,20,10,1,0
MIHMCH01  ,Chris,Mihm,4,66,20,10,8,18,0,4,4,3,12,22,7,10,6,0,0
MIKANED01 ,Ed,Mikan,9,106,75,0,0,48,7,0,0,0,30,82,23,32,29,0,0
MIKANGE01 ,George,Mikan,60,1500,1377,0,0,665,134,0,0,0,261,1167,460,584,457,0,0
MIKKEVE01 ,Vern,Mikkelsen,85,2102,1141,0,0,585,152,0,0,0,397,999,396,446,349,0,0
MILESED01 ,Eddie,Miles,20,277,99,0,0,35,16,0,0,0,23,111,43,17,13,0,0
MILICDA01 ,Darko,Milicic,17,35,6,5,2,7,2,1,1,4,4,11,2,5,2,0,0
MILICMA01 ,Marko,Milic,2,4,4,1,0,1,0,1,0,0,1,3,2,0,0,0,0
MILLEAN01 ,Anthony,Miller,8,48,8,8,7,15,2,3,1,4,7,10,3,2,2,0,0
MILLEAN02 ,Andre,Miller,10,358,158,25,24,49,42,18,1,22,38,138,62,43,32,6,2
MILLEBR01 ,Brad,Miller,32,881,320,145,73,218,79,19,19,54,111,232,118,119,83,9,1
MILLEED01 ,Eddie,Miller,2,93,33,0,0,36,5,0,0,0,9,34,13,16,7,0,0
MILLEJA01 ,Jay,Miller,14,72,36,0,0,25,2,0,0,0,18,38,16,10,4,0,0
MILLEMI01 ,Mike,Miller,16,392,145,40,5,45,26,9,6,17,32,140,56,15,12,56,21
MILLEOL01 ,Oliver,Miller,49,727,217,132,49,181,66,27,76,60,119,161,90,68,37,5,0
MILLERE01 ,Reggie,Miller,144,5309,2972,339,77,416,357,146,34,257,276,2095,941,862,770,820,320
MILLSCH01 ,Chris,Mills,19,524,171,57,25,82,29,20,7,20,58,143,65,29,25,34,16
MILLSTE01 ,Terry,Mills,17,409,131,57,16,73,20,10,2,14,53,122,49,25,16,48,17
MINERHA01 ,Harold,Miner,4,57,32,5,3,8,2,1,0,2,4,26,12,11,8,0,0
MINGYA01  ,Yao,Ming,12,405,225,57,34,91,14,4,26,32,51,152,86,72,53,0,0
MINNIDI01 ,Dirk,Minniefield,19,77,30,1,3,4,13,3,0,14,21,22,10,8,8,5,2
MINORGR01 ,Greg,Minor,4,37,11,0,1,1,2,1,1,1,3,13,5,1,1,0,0
MITCHLE01 ,Leland,Mitchell,7,57,3,0,0,3,3,0,0,0,8,9,1,2,1,0,0
MITCHMI01 ,Mike,Mitchell,31,1148,640,146,75,221,45,19,28,73,88,536,270,130,99,3,1
MITCHSA01 ,Sam,Mitchell,59,854,267,91,39,130,34,10,9,39,122,246,98,80,65,29,6
MIXST01   ,Steve,Mix,89,1442,642,52,33,248,137,33,8,30,143,494,244,177,153,2,1
MOBLECU01 ,Cuttino,Mobley,14,462,174,33,9,42,34,11,5,29,38,160,67,28,23,53,17
MOEDO01   ,Doug,Moe,60,2142,1081,0,0,419,160,0,0,0,221,968,411,342,259,0,0
MOGUSLE01 ,Leo,Mogus,3,0,10,0,0,0,7,0,0,0,10,18,3,7,4,0,0
MOHAMNA01 ,Nazr,Mohammed,30,628,204,92,85,177,9,20,26,31,83,155,81,63,41,1,1
MOISOJE01 ,Jerome,Moiso,4,60,23,8,8,16,5,0,7,4,9,16,10,4,3,0,0
MOKESPA01 ,Paul,Mokeski,69,815,251,148,59,207,33,26,23,39,166,183,89,97,72,4,1
MOLISWA01 ,Wayne,Molis,1,10,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0
MONCRSI01 ,Sidney,Moncrief,93,3226,1487,280,189,469,317,106,36,224,285,1033,491,602,488,58,17
MONEYER01 ,Eric,Money,20,505,222,0,0,42,93,3,0,0,62,210,96,38,30,0,0
MONROEA01 ,Earl,Monroe,82,2715,1471,0,0,266,264,6,0,0,216,1292,567,426,337,0,0
MONTRER01 ,Eric,Montross,16,168,24,19,15,34,1,0,5,10,36,22,10,8,4,0,0
MOOREJO01 ,Johnny,Moore,50,1137,483,91,41,149,346,70,13,74,135,414,201,107,71,32,10
MOOREMI01 ,Mikki,Moore,3,42,18,5,7,12,3,1,0,4,9,12,5,8,8,0,0
MORELJA01 ,Jackie,Moreland,28,829,347,0,0,193,70,0,0,0,123,342,143,92,61,0,0
MORELJA01 ,Jackie,Moreland,14,223,103,0,0,62,16,0,0,0,50,90,44,22,15,0,0
MORGARE01 ,Rex,Morgan,4,10,3,0,0,5,0,0,0,0,6,7,1,3,1,0,0
MORRICH01 ,Chris,Morris,69,1142,448,152,72,224,53,46,32,45,115,389,173,84,63,132,39
MORRIDW01 ,Dwight,Morrison,10,65,11,0,0,25,1,0,0,0,27,15,5,7,1,0,0
MORRIMA01 ,Max,Morris,3,0,43,0,0,0,14,0,0,0,8,40,14,26,15,0,0
MORTOJO01 ,John,Morton,3,11,8,0,0,0,0,0,0,2,1,5,2,4,4,0,0
MOSLEGL01 ,Glenn,Mosley,3,6,5,0,0,1,1,0,1,0,0,3,2,3,1,0,0
MOSSPE01  ,Perry,Moss,15,73,30,6,2,8,7,6,1,7,11,22,10,10,9,2,1
MOUNTRI01 ,Rick,Mount,65,1498,700,0,0,104,106,0,0,0,128,714,290,143,120,0,0
MOURNAL01 ,Alonzo,Mourning,70,2316,1186,435,161,596,77,40,188,208,275,813,405,564,369,19,7
MUELLER01 ,Erwin,Mueller,5,112,16,0,0,19,15,0,0,0,10,18,5,7,6,0,0
